,DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count,Month,Year,Scaled Passenger Count
1021,04/18/2018 03:12:41 PM,2013-06-01,Departure,Domestic,Commuter,26486,6,2013,0.0006960219060583284
1022,04/18/2018 03:12:41 PM,2016-03-01,Arrival,Domestic,Charter,536,3,2016,1.4085469366732011e-05
1023,01/22/2020 06:57:11 AM,2019-12-01,Departure,International,Scheduled Carriers,1098084,12,2019,0.028856396537497303
1024,04/18/2018 03:12:41 PM,2011-10-01,Departure,International,Charter,29,10,2011,7.620869620060229e-07
1025,04/18/2018 03:12:41 PM,2011-10-01,Arrival,Domestic,Commuter,135770,10,2011,0.003567880925226129
1026,01/22/2020 06:57:11 AM,2019-11-01,Arrival,Domestic,Charter,562,11,2019,1.4768719746461549e-05
1027,04/18/2018 03:12:41 PM,2006-10-01,Arrival,International,Scheduled Carriers,633220,10,2006,0.016640300209705305
1028,04/18/2018 03:12:41 PM,2015-08-01,Departure,Domestic,Commuter,675,8,2015,1.7738231012209154e-05
1029,04/18/2018 03:12:41 PM,2010-08-01,Departure,Domestic,Scheduled Carriers,1996769,8,2010,0.052472814518544984
1030,04/18/2018 03:12:41 PM,2016-08-01,Arrival,Domestic,Charter,125,8,2016,3.2848575948535473e-06
1031,04/18/2018 03:12:41 PM,2012-02-01,Arrival,Domestic,Commuter,123607,2,2012,0.0032482511418164997
1032,04/18/2018 03:12:41 PM,2007-10-01,Arrival,International,Commuter,4616,10,2007,0.0001213032212627518
1033,04/18/2018 03:12:41 PM,2015-01-01,Departure,International,Scheduled Carriers,791827,1,2015,0.0208083114780808
1034,04/18/2018 03:12:41 PM,2007-12-01,Departure,Domestic,Commuter,164515,12,2007,0.0043232667777386505
1035,04/18/2018 03:12:41 PM,2009-11-01,Departure,Domestic,Charter,875,11,2009,2.299400316397483e-05
1036,08/23/2019 03:41:00 PM,2019-07-01,Arrival,International,Scheduled Carriers,1305659,7,2019,0.0343112310595111
1037,04/18/2018 03:12:41 PM,2011-03-01,Arrival,International,Charter,382,3,2011,1.0038524809872442e-05
1038,04/18/2018 03:12:41 PM,2007-08-01,Departure,International,Scheduled Carriers,790432,8,2007,0.020771652467322235
1039,04/18/2018 03:12:41 PM,2011-11-01,Departure,Domestic,Charter,294,11,2011,7.725985063095543e-06
1040,04/18/2018 03:12:41 PM,2015-04-01,Departure,International,Scheduled Carriers,782875,4,2015,0.020573063116567765
1041,04/18/2018 03:12:41 PM,2015-01-01,Arrival,Domestic,Charter,1196,1,2015,3.1429517467558746e-05
1042,04/18/2018 03:12:41 PM,2010-07-01,Arrival,International,Charter,1210,7,2010,3.179742151818234e-05
1043,04/18/2018 03:12:41 PM,2014-03-01,Arrival,International,Charter,557,3,2014,1.4637325442667407e-05
1044,04/18/2018 03:12:41 PM,2010-08-01,Arrival,Domestic,Commuter,70470,8,2010,0.0018518713176746359
1045,04/18/2018 03:12:41 PM,2013-03-01,Departure,Domestic,Charter,1544,3,2013,4.057456101163102e-05
1046,04/18/2018 03:12:41 PM,2018-02-01,Arrival,International,Charter,19,2,2018,4.992983544177393e-07
1047,04/18/2018 03:12:41 PM,2009-07-01,Arrival,Domestic,Commuter,43833,7,2009,0.0011518813036417244
1048,04/29/2019 01:10:30 PM,2018-03-01,Departure,International,Scheduled Carriers,1075419,3,2018,0.028260786158398457
1049,04/18/2018 03:12:41 PM,2007-01-01,Departure,Domestic,Scheduled Carriers,1519278,1,2007,0.03992489501595126
1050,04/18/2018 03:12:41 PM,2013-01-01,Departure,Domestic,Scheduled Carriers,1789719,1,2013,0.047031776398429564
1051,04/18/2018 03:12:41 PM,2013-06-01,Departure,Domestic,Scheduled Carriers,2236802,6,2013,0.05878060830306884
1052,04/18/2018 03:12:41 PM,2015-09-01,Departure,International,Scheduled Carriers,870977,9,2015,0.022888283307142064
1053,04/18/2018 03:12:41 PM,2013-11-01,Departure,International,Scheduled Carriers,678730,11,2013,0.017836251162839586
1054,04/18/2018 03:12:41 PM,2016-08-01,Departure,Domestic,Scheduled Carriers,2689850,8,2016,0.07068619361213452
1055,04/29/2019 01:10:30 PM,2019-01-01,Departure,Domestic,Scheduled Carriers,2337548,1,2019,0.061428098409077765
1056,04/18/2018 03:12:41 PM,2012-11-01,Departure,International,Charter,499,11,2012,1.3113151518655361e-05
1057,04/18/2018 03:12:41 PM,2013-11-01,Departure,International,Charter,161,11,2013,4.230896582171369e-06
1058,04/18/2018 03:12:41 PM,2011-02-01,Arrival,Domestic,Scheduled Carriers,1432532,2,2011,0.037645308960565935
1059,04/18/2018 03:12:41 PM,2013-09-01,Departure,Domestic,Commuter,22633,9,2013,0.0005947694555545627
1060,04/18/2018 03:12:41 PM,2012-05-01,Departure,Domestic,Scheduled Carriers,1837085,5,2012,0.04827650091713223
1061,04/18/2018 03:12:41 PM,2014-06-01,Arrival,Domestic,Commuter,23522,6,2014,0.0006181313627691611
1062,04/18/2018 03:12:41 PM,2007-12-01,Departure,Domestic,Charter,965,12,2007,2.5359100632269386e-05
1063,04/18/2018 03:12:41 PM,2006-10-01,Arrival,International,Charter,59,10,2006,1.5504527847708744e-06
1064,04/18/2018 03:12:41 PM,2007-03-01,Departure,Domestic,Scheduled Carriers,1766381,3,2007,0.04641848034604003
1065,04/18/2018 03:12:41 PM,2009-10-01,Departure,Domestic,Commuter,45539,10,2009,0.0011967130400962855
1066,04/18/2018 03:12:41 PM,2011-03-01,Departure,Domestic,Commuter,72728,3,2011,0.0019112089852680704
1067,04/18/2018 03:12:41 PM,2008-09-01,Arrival,International,Charter,460,9,2008,1.2088275949061055e-05
1068,04/18/2018 03:12:41 PM,2011-09-01,Departure,Domestic,Scheduled Carriers,1681376,9,2011,0.04418464578723582
1069,12/26/2018 06:52:40 AM,2018-11-01,Departure,Domestic,Scheduled Carriers,2499352,11,2018,0.06568012319529923
1070,12/26/2018 06:52:40 AM,2018-11-01,Departure,International,Scheduled Carriers,1000529,11,2018,0.0262927622761698
1071,04/18/2018 03:12:41 PM,2006-02-01,Arrival,International,Charter,516,2,2006,1.3559892151555443e-05
1072,04/18/2018 03:12:41 PM,2009-02-01,Departure,Domestic,Commuter,114336,2,2009,0.0030046198237214015
1073,04/18/2018 03:12:41 PM,2013-07-01,Departure,International,Scheduled Carriers,868428,7,2013,0.02282129849106781
1074,04/18/2018 03:12:41 PM,2017-11-01,Departure,Domestic,Charter,444,11,2017,1.16678141769198e-05
1075,04/18/2018 03:12:41 PM,2009-06-01,Departure,Domestic,Scheduled Carriers,1760630,6,2009,0.04626735061781601
1076,04/18/2018 03:12:41 PM,2010-01-01,Arrival,Domestic,Scheduled Carriers,1545427,1,2010,0.040612060945933864
1077,04/18/2018 03:12:41 PM,2008-08-01,Arrival,Domestic,Commuter,151447,8,2008,0.003979854625342281
1078,04/18/2018 03:12:41 PM,2010-08-01,Departure,International,Scheduled Carriers,730922,8,2010,0.01920779746356436
1079,04/18/2018 03:12:41 PM,2010-04-01,Arrival,Domestic,Charter,759,4,2010,1.994565531595074e-05
1080,04/18/2018 03:12:41 PM,2007-02-01,Departure,International,Commuter,4025,2,2007,0.00010577241455428423
1081,04/18/2018 03:12:41 PM,2017-07-01,Arrival,Domestic,Scheduled Carriers,2812189,7,2017,0.07390112315850883
1082,04/29/2019 01:10:30 PM,2019-03-01,Departure,Domestic,Scheduled Carriers,2693401,3,2019,0.07077950984668913
1083,04/18/2018 03:12:41 PM,2010-12-01,Arrival,Domestic,Scheduled Carriers,1748460,12,2010,0.04594753688238107
1084,06/29/2020 07:20:39 AM,2020-05-01,Departure,International,Scheduled Carriers,39980,5,2020,0.0010506288531379588
1085,04/18/2018 03:12:41 PM,2007-10-01,Departure,Domestic,Commuter,159358,10,2007,0.004187746692805373
1086,04/18/2018 03:12:41 PM,2009-10-01,Departure,Domestic,Scheduled Carriers,1689324,10,2009,0.044393510172546995
1087,05/23/2018 07:44:39 AM,2018-04-01,Arrival,International,Charter,11,4,2018,2.8906746834711215e-07
1088,04/18/2018 03:12:41 PM,2007-09-01,Arrival,Domestic,Commuter,151727,9,2007,0.003987212706354754
1089,04/18/2018 03:12:41 PM,2014-04-01,Departure,Domestic,Commuter,22258,4,2014,0.0005849148827700021
1090,04/18/2018 03:12:41 PM,2010-02-01,Departure,Domestic,Commuter,40900,2,2010,0.0010748054050360807
1091,04/18/2018 03:12:41 PM,2006-04-01,Arrival,International,Scheduled Carriers,731130,4,2006,0.019213263466602196
1092,10/29/2018 10:20:51 AM,2016-12-01,Arrival,International,Scheduled Carriers,954012,12,2016,0.025070348510251382
1093,04/18/2018 03:12:41 PM,2015-04-01,Arrival,Domestic,Charter,953,4,2015,2.5043754303163446e-05
1094,04/18/2018 03:12:41 PM,2006-03-01,Departure,Domestic,Scheduled Carriers,1702684,3,2006,0.04474459575228494
1095,04/18/2018 03:12:41 PM,2015-10-01,Arrival,Domestic,Charter,1235,10,2015,3.245439303715305e-05
1096,04/18/2018 03:12:41 PM,2016-05-01,Departure,Domestic,Charter,237,5,2016,6.228089999842326e-06
1097,04/18/2018 03:12:41 PM,2014-02-01,Departure,International,Scheduled Carriers,648107,2,2014,0.017031513609821986
1098,04/18/2018 03:12:41 PM,2008-06-01,Departure,Domestic,Scheduled Carriers,1877929,6,2008,0.049349834705965816
1099,04/18/2018 03:12:41 PM,2013-12-01,Arrival,International,Charter,29,12,2013,7.620869620060229e-07
1100,04/18/2018 03:12:41 PM,2013-02-01,Arrival,Domestic,Scheduled Carriers,1621331,2,2013,0.04260673159297198
1101,04/18/2018 03:12:41 PM,2017-10-01,Departure,International,Scheduled Carriers,1045898,10,2017,0.027485007909937086
1102,04/18/2018 03:12:41 PM,2014-01-01,Arrival,Domestic,Scheduled Carriers,1913707,1,2014,0.05029003978619518
1103,06/24/2019 01:17:06 PM,2019-05-01,Arrival,International,Scheduled Carriers,1055396,5,2019,0.027734604529424434
1104,04/18/2018 03:12:41 PM,2010-04-01,Arrival,International,Scheduled Carriers,637504,4,2010,0.01675287884919613
1105,01/30/2019 07:34:09 AM,2017-01-01,Arrival,International,Scheduled Carriers,1052539,1,2017,0.027659525824236465
1106,04/18/2018 03:12:41 PM,2009-09-01,Arrival,International,Charter,297,9,2009,7.804821645372029e-06
1107,05/28/2019 06:24:45 AM,2019-04-01,Departure,Domestic,Charter,97,4,2019,2.5490494936063527e-06
1108,10/29/2018 10:20:51 AM,2018-04-01,Arrival,International,Scheduled Carriers,1080987,4,2018,0.028407106855103614
1109,07/10/2019 06:01:27 AM,2019-05-01,Departure,International,Charter,12,5,2019,3.153463291059406e-07
1110,04/18/2018 03:12:41 PM,2008-05-01,Departure,Domestic,Commuter,149343,5,2008,0.0039245639023057066
1111,04/18/2018 03:12:41 PM,2012-06-01,Departure,Domestic,Scheduled Carriers,1957849,6,2012,0.051450041257811385
1112,04/18/2018 03:12:41 PM,2014-10-01,Departure,International,Commuter,0,10,2014,0.0
1113,04/18/2018 03:12:41 PM,2011-05-01,Arrival,Domestic,Scheduled Carriers,1918767,5,2011,0.050423010821634855
1114,04/18/2018 03:12:41 PM,2006-02-01,Arrival,Domestic,Commuter,141096,2,2006,0.003707842137627649
1115,04/18/2018 03:12:41 PM,2016-01-01,Arrival,International,Charter,575,1,2016,1.5110344936326319e-05
1116,04/18/2018 03:12:41 PM,2013-11-01,Departure,Domestic,Commuter,23747,11,2013,0.0006240441064398975
1117,10/29/2018 10:20:51 AM,2018-09-01,Departure,Domestic,Scheduled Carriers,2400638,9,2018,0.06308603173435225
1118,04/18/2018 03:12:41 PM,2014-11-01,Arrival,International,Charter,231,11,2014,6.0704168352893555e-06
1119,04/18/2018 03:12:41 PM,2014-06-01,Departure,International,Scheduled Carriers,901919,6,2014,0.023701403816741736
1120,04/18/2018 03:12:41 PM,2010-04-01,Departure,International,Scheduled Carriers,609581,4,2010,0.016019094220227362
1121,04/18/2018 03:12:41 PM,2013-05-01,Arrival,International,Charter,7,5,2013,1.8395202531179867e-07
1122,04/18/2018 03:12:41 PM,2006-06-01,Departure,International,Commuter,1689,6,2006,4.4384995821661135e-05
1123,04/18/2018 03:12:41 PM,2015-06-01,Arrival,Domestic,Scheduled Carriers,2419169,6,2015,0.0635730053030741
1124,04/18/2018 03:12:41 PM,2011-12-01,Arrival,Domestic,Scheduled Carriers,1747732,12,2011,0.04592840587174864
1125,04/18/2018 03:12:41 PM,2015-04-01,Arrival,Domestic,Scheduled Carriers,2164662,4,2015,0.05688485128792695
1126,04/18/2018 03:12:41 PM,2010-08-01,Departure,Domestic,Charter,170,8,2010,4.467406329000824e-06
1127,08/23/2019 03:41:00 PM,2019-07-01,Departure,International,Charter,0,7,2019,0.0
1128,05/04/2020 06:39:48 AM,2020-01-01,Departure,Domestic,Charter,1215,1,2020,3.192881582197648e-05
1129,04/18/2018 03:12:41 PM,2012-06-01,Departure,International,Charter,400,6,2012,1.0511544303531353e-05
1130,04/18/2018 03:12:41 PM,2016-11-01,Departure,International,Scheduled Carriers,904854,11,2016,0.023778532273068892
1131,04/18/2018 03:12:41 PM,2009-08-01,Departure,Domestic,Scheduled Carriers,1956610,8,2009,0.051417481749331195
1132,11/25/2018 11:40:39 AM,2018-10-01,Arrival,Domestic,Scheduled Carriers,2579984,10,2018,0.06779904029600509
1133,04/18/2018 03:12:41 PM,2007-11-01,Arrival,International,Commuter,4393,11,2007,0.00011544303531353308
1134,04/18/2018 03:12:41 PM,2009-03-01,Departure,Domestic,Charter,1283,3,2009,3.371577835357681e-05
1135,12/10/2018 06:01:26 AM,2018-10-01,Arrival,Domestic,Charter,556,10,2018,1.461104658190858e-05
1136,04/18/2018 03:12:41 PM,2013-11-01,Departure,Domestic,Charter,1544,11,2013,4.057456101163102e-05
1137,04/18/2018 03:12:41 PM,2007-08-01,Arrival,Domestic,Charter,245,8,2007,6.4383208859129525e-06
1138,08/23/2019 03:41:00 PM,2019-07-01,Departure,Domestic,Scheduled Carriers,2984321,7,2019,0.07842455601864748
1139,04/18/2018 03:12:41 PM,2009-03-01,Departure,International,Scheduled Carriers,583948,3,2009,0.015345488182396316
1140,04/18/2018 03:12:41 PM,2017-07-01,Arrival,Domestic,Charter,351,7,2017,9.223880126348762e-06
1141,04/18/2018 03:12:41 PM,2009-03-01,Arrival,International,Charter,659,3,2009,1.7317769240067905e-05
1142,04/18/2018 03:12:41 PM,2017-10-01,Arrival,Domestic,Scheduled Carriers,2588048,10,2017,0.06801095302916427
1143,04/18/2018 03:12:41 PM,2009-07-01,Departure,International,Scheduled Carriers,738090,7,2009,0.01939616433748364
1144,04/18/2018 03:12:41 PM,2015-12-01,Departure,International,Scheduled Carriers,892009,12,2015,0.023440980306621742
1145,04/18/2018 03:12:41 PM,2008-01-01,Departure,International,Charter,716,1,2008,1.881566430332112e-05
1146,04/18/2018 03:12:41 PM,2006-03-01,Departure,International,Charter,454,3,2006,1.1930602784508083e-05
1147,05/28/2019 06:24:45 AM,2019-04-01,Arrival,International,Scheduled Carriers,1088348,4,2019,0.02860054554914935
1148,04/18/2018 03:12:41 PM,2014-11-01,Arrival,International,Scheduled Carriers,684428,11,2014,0.01798598811144339
1149,04/18/2018 03:12:41 PM,2017-10-01,Departure,International,Charter,11,10,2017,2.8906746834711215e-07
1150,04/18/2018 03:12:41 PM,2009-08-01,Arrival,Domestic,Commuter,42189,8,2009,0.0011086788565542107
1151,04/18/2018 03:12:41 PM,2006-07-01,Departure,International,Scheduled Carriers,813144,7,2006,0.021368497952876743
1152,08/21/2018 11:02:45 AM,2018-07-01,Departure,Domestic,Scheduled Carriers,2922417,7,2018,0.07679778942223296
1153,04/18/2018 03:12:41 PM,2006-09-01,Arrival,Domestic,Charter,1720,9,2006,4.519964050518481e-05
1154,10/29/2018 10:20:51 AM,2016-05-01,Arrival,International,Scheduled Carriers,911077,5,2016,0.023942065623571086
1155,04/18/2018 03:12:41 PM,2013-08-01,Arrival,International,Scheduled Carriers,898190,8,2013,0.023603409944972065
1156,04/18/2018 03:12:41 PM,2012-10-01,Departure,Domestic,Charter,1512,10,2012,3.973363746734851e-05
1157,04/18/2018 03:12:41 PM,2015-01-01,Arrival,Domestic,Commuter,1476,1,2015,3.878759848003069e-05
1158,04/18/2018 03:12:41 PM,2006-07-01,Departure,Domestic,Scheduled Carriers,1943764,7,2006,0.051079903504023284
1159,04/18/2018 03:12:41 PM,2015-03-01,Departure,Domestic,Commuter,930,3,2015,2.4439340505710394e-05
1160,04/18/2018 03:12:41 PM,2010-12-01,Departure,Domestic,Charter,590,12,2010,1.5504527847708745e-05
1161,04/18/2018 03:12:41 PM,2008-09-01,Arrival,Domestic,Scheduled Carriers,1466166,9,2008,0.038529172163328365
1162,04/18/2018 03:12:41 PM,2015-02-01,Arrival,Domestic,Charter,722,2,2015,1.897333746787409e-05
1163,11/10/2019 06:01:31 AM,2019-08-01,Arrival,International,Scheduled Carriers,1247655,8,2019,0.03278695202005602
1164,04/18/2018 03:12:41 PM,2016-06-01,Arrival,Domestic,Charter,48,6,2016,1.2613853164237623e-06
1165,06/29/2020 07:20:39 AM,2020-05-01,Departure,Domestic,Scheduled Carriers,250998,5,2020,0.006595941492744406
1166,04/18/2018 03:12:41 PM,2013-04-01,Departure,Domestic,Scheduled Carriers,1950406,4,2013,0.051254447697183424
1167,11/26/2019 01:26:41 PM,2019-10-01,Departure,International,Scheduled Carriers,1068232,10,2019,0.02807191998612476
1168,04/18/2018 03:12:41 PM,2014-06-01,Departure,Domestic,Charter,491,6,2014,1.2902920632584735e-05
1169,04/18/2018 03:12:41 PM,2006-05-01,Departure,Domestic,Scheduled Carriers,1696855,5,2006,0.04459141627292173
1170,04/18/2018 03:12:41 PM,2013-07-01,Arrival,International,Commuter,0,7,2013,0.0
1171,04/18/2018 03:12:41 PM,2010-01-01,Arrival,International,Charter,128,1,2010,3.3636941771300327e-06
1172,04/18/2018 03:12:41 PM,2015-09-01,Arrival,Domestic,Scheduled Carriers,2139177,9,2015,0.056215134521488214
1173,04/18/2018 03:12:41 PM,2009-03-01,Departure,Domestic,Commuter,141324,3,2009,0.0037138337178806618
1174,04/18/2018 03:12:41 PM,2013-12-01,Arrival,Domestic,Scheduled Carriers,2126552,12,2013,0.05588336390440801
1175,03/03/2021 10:48:12 AM,2021-01-01,Departure,Domestic,Scheduled Carriers,697304,1,2021,0.018324354722574064
1176,09/28/2020 04:07:45 PM,2020-08-01,Arrival,Domestic,Charter,496,8,2020,1.3034314936378877e-05
1177,03/01/2019 11:09:59 AM,2019-01-01,Departure,International,Charter,3,1,2019,7.883658227648515e-08
1178,04/18/2018 03:12:41 PM,2016-02-01,Arrival,International,Charter,286,2,2016,7.5157541770249165e-06
1179,04/18/2018 03:12:41 PM,2006-07-01,Departure,Domestic,Charter,290,7,2006,7.62086962006023e-06
1180,04/18/2018 03:12:41 PM,2006-07-01,Arrival,Domestic,Scheduled Carriers,1951129,7,2006,0.051273447313512056
1181,04/18/2018 03:12:41 PM,2008-09-01,Departure,International,Charter,334,9,2008,8.777139493448679e-06
1182,04/18/2018 03:12:41 PM,2013-10-01,Departure,Domestic,Charter,1508,10,2013,3.96285220243132e-05
1183,04/18/2018 03:12:41 PM,2009-04-01,Departure,International,Commuter,4558,4,2009,0.00011977904733873976
1184,04/18/2018 03:12:41 PM,2014-02-01,Arrival,Domestic,Charter,792,2,2014,2.0812857720992077e-05
1185,04/18/2018 03:12:41 PM,2011-05-01,Arrival,Domestic,Charter,253,5,2011,6.64855177198358e-06
1186,04/18/2018 03:12:41 PM,2013-02-01,Departure,Domestic,Scheduled Carriers,1636819,2,2013,0.04301373858840471
1187,01/10/2021 06:01:37 AM,2020-11-01,Arrival,Domestic,Charter,1505,11,2020,3.954968544203671e-05
1188,08/24/2018 11:01:04 AM,2018-07-01,Departure,Domestic,Charter,171,7,2018,4.493685189759652e-06
1189,04/18/2018 03:12:41 PM,2017-09-01,Departure,International,Scheduled Carriers,1017739,9,2017,0.026745021469829235
1190,04/18/2018 03:12:41 PM,2006-03-01,Departure,Domestic,Commuter,164379,3,2006,0.00431969285267545
1191,04/18/2018 03:12:41 PM,2006-03-01,Arrival,Domestic,Charter,1599,3,2006,4.2019898353366576e-05
1192,04/18/2018 03:12:41 PM,2013-11-01,Arrival,Domestic,Charter,1607,11,2013,4.223012923943721e-05
1193,04/18/2018 03:12:41 PM,2017-02-01,Departure,Domestic,Scheduled Carriers,2005070,2,2017,0.052690955341704024
1194,04/18/2018 03:12:41 PM,2009-05-01,Departure,International,Commuter,5070,5,2009,0.00013323382404725986
1195,01/22/2020 06:57:11 AM,2019-12-01,Arrival,Domestic,Charter,2053,12,2019,5.395050113787466e-05
1196,04/18/2018 03:12:41 PM,2006-08-01,Departure,Domestic,Scheduled Carriers,1922139,8,2006,0.05051162314011363
1197,04/18/2018 03:12:41 PM,2012-12-01,Arrival,Domestic,Charter,2607,12,2012,6.850898999826559e-05
1198,04/18/2018 03:12:41 PM,2014-08-01,Departure,Domestic,Charter,379,8,2014,9.959688227595957e-06
1199,04/18/2018 03:12:41 PM,2010-03-01,Arrival,Domestic,Scheduled Carriers,1696586,3,2010,0.0445843472593776
1200,04/18/2018 03:12:41 PM,2007-07-01,Departure,Domestic,Scheduled Carriers,2010458,7,2007,0.052832545843472585
1201,04/18/2018 03:12:41 PM,2011-07-01,Arrival,Domestic,Charter,210,7,2011,5.51856075935396e-06
1202,04/18/2018 03:12:41 PM,2008-01-01,Arrival,Domestic,Scheduled Carriers,1561959,1,2008,0.041046503071998815
1203,04/18/2018 03:12:41 PM,2017-07-01,Arrival,Domestic,Commuter,49,7,2017,1.2876641771825906e-06
1204,08/23/2019 03:41:00 PM,2019-07-01,Arrival,International,Charter,184,7,2019,4.835310379624421e-06
1205,04/18/2018 03:12:41 PM,2009-02-01,Departure,International,Commuter,3794,2,2009,9.970199771899488e-05
1206,04/18/2018 03:12:41 PM,2013-04-01,Arrival,International,Charter,1061,4,2013,2.788187126511691e-05
1207,04/18/2018 03:12:41 PM,2007-06-01,Arrival,Domestic,Scheduled Carriers,1874453,6,2007,0.049258489385968135
1208,04/18/2018 03:12:41 PM,2006-09-01,Departure,International,Scheduled Carriers,659534,9,2006,0.017331802151713118
1209,04/18/2018 03:12:41 PM,2006-05-01,Departure,Domestic,Commuter,161230,5,2006,0.0042369407201459
1210,04/18/2018 03:12:41 PM,2017-01-01,Departure,International,Scheduled Carriers,951897,1,2017,0.02501476871974646
1211,04/18/2018 03:12:41 PM,2012-10-01,Arrival,Domestic,Commuter,75348,10,2012,0.001980059600456201
1212,04/18/2018 03:12:41 PM,2010-02-01,Arrival,Domestic,Charter,779,2,2010,2.0471232531127306e-05
1213,04/18/2018 03:12:41 PM,2010-05-01,Arrival,Domestic,Commuter,64609,5,2010,0.0016978509147671428
1214,11/25/2018 11:40:39 AM,2018-10-01,Departure,International,Scheduled Carriers,1083831,10,2018,0.02848184393510172
1215,04/18/2018 03:12:41 PM,2013-03-01,Arrival,Domestic,Charter,1273,3,2013,3.3452989745988527e-05
1216,04/18/2018 03:12:41 PM,2011-12-01,Departure,Domestic,Commuter,67010,12,2011,0.0017609464594490897
1217,04/18/2018 03:12:41 PM,2015-02-01,Arrival,Domestic,Scheduled Carriers,1843685,2,2015,0.0484499413981405
1218,04/18/2018 03:12:41 PM,2016-07-01,Departure,Domestic,Scheduled Carriers,2777599,7,2016,0.07299213736486095
1219,02/28/2020 08:21:30 AM,2020-01-01,Arrival,Domestic,Scheduled Carriers,2318952,1,2020,0.060939416714406586
1220,04/18/2018 03:12:41 PM,2010-08-01,Arrival,Domestic,Scheduled Carriers,1964766,8,2010,0.0516318121376802
1221,04/18/2018 03:12:41 PM,2017-05-01,Departure,Domestic,Scheduled Carriers,2539210,5,2017,0.06672754602742462
1222,04/18/2018 03:12:41 PM,2007-10-01,Departure,Domestic,Scheduled Carriers,1665955,10,2007,0.043779399475473935
1223,04/18/2018 03:12:41 PM,2007-08-01,Arrival,International,Scheduled Carriers,848122,8,2007,0.022287679944499043
1224,04/18/2018 03:12:41 PM,2016-12-01,Arrival,Domestic,Scheduled Carriers,2450278,12,2016,0.06439051438242048
1225,04/08/2020 09:58:08 AM,2020-02-01,Departure,International,Scheduled Carriers,770466,2,2020,0.020246968733411468
1226,04/18/2018 03:12:41 PM,2008-10-01,Arrival,Domestic,Charter,1172,10,2008,3.079882480934686e-05
1227,04/18/2018 03:12:41 PM,2015-05-01,Departure,Domestic,Charter,371,5,2015,9.749457341525329e-06
1228,04/18/2018 03:12:41 PM,2016-02-01,Arrival,International,Scheduled Carriers,740747,2,2016,0.019465987270519847
1229,04/18/2018 03:12:41 PM,2010-02-01,Departure,Domestic,Charter,610,2,2010,1.6030105062885313e-05
1230,04/18/2018 03:12:41 PM,2007-09-01,Arrival,Domestic,Charter,2134,9,2007,5.6079088859339764e-05
1231,04/18/2018 03:12:41 PM,2010-06-01,Arrival,International,Scheduled Carriers,691292,6,2010,0.018166366211691987
1232,04/18/2018 03:12:41 PM,2015-03-01,Arrival,Domestic,Scheduled Carriers,2230082,3,2015,0.05860401435876951
1233,04/29/2019 01:10:30 PM,2019-03-01,Arrival,International,Scheduled Carriers,1004458,3,2019,0.026396011920091236
1234,04/18/2018 03:12:41 PM,2006-05-01,Arrival,Domestic,Commuter,169438,5,2006,0.004452637609254363
1235,04/18/2018 03:12:41 PM,2012-10-01,Arrival,International,Scheduled Carriers,672460,10,2012,0.01767148270588173
1236,04/18/2018 03:12:41 PM,2009-04-01,Departure,Domestic,Commuter,136146,4,2009,0.0035777617768714487
1237,04/18/2018 03:12:41 PM,2006-12-01,Arrival,Domestic,Charter,2497,12,2006,6.561831531479446e-05
1238,04/18/2018 03:12:41 PM,2006-03-01,Arrival,International,Charter,445,3,2006,1.1694093037678629e-05
1239,04/18/2018 03:12:41 PM,2011-02-01,Arrival,Domestic,Commuter,72300,2,2011,0.0018999616328632919
1240,04/18/2018 03:12:41 PM,2016-12-01,Arrival,Domestic,Charter,2700,12,2016,7.095292404883661e-05
1241,05/28/2019 06:24:45 AM,2019-04-01,Arrival,International,Charter,5,4,2019,1.313943037941419e-07
1242,04/18/2018 03:12:41 PM,2017-08-01,Departure,Domestic,Charter,31,8,2017,8.146446835236798e-07
1243,04/18/2018 03:12:41 PM,2015-10-01,Departure,International,Charter,297,10,2015,7.804821645372029e-06
1244,04/18/2018 03:12:41 PM,2011-07-01,Departure,Domestic,Charter,217,7,2011,5.702512784665758e-06
1245,04/18/2018 03:12:41 PM,2013-03-01,Arrival,Domestic,Scheduled Carriers,2013122,3,2013,0.05290255272853411
1246,04/18/2018 03:12:41 PM,2012-07-01,Departure,International,Scheduled Carriers,834597,7,2012,0.02193225835273589
1247,04/18/2018 03:12:41 PM,2017-02-01,Departure,Domestic,Charter,785,2,2017,2.0628905695680278e-05
1248,07/18/2019 06:18:08 AM,2019-06-01,Arrival,International,Scheduled Carriers,1131009,6,2019,0.029721628027981725
1249,04/18/2018 03:12:41 PM,2009-01-01,Departure,Domestic,Scheduled Carriers,1364814,1,2009,0.035865757067699594
1250,04/18/2018 03:12:41 PM,2014-07-01,Arrival,International,Commuter,0,7,2014,0.0
1251,04/18/2018 03:12:41 PM,2017-09-01,Departure,Domestic,Charter,287,9,2017,7.542033037783745e-06
1252,04/18/2018 03:12:41 PM,2006-06-01,Departure,Domestic,Commuter,165153,6,2006,0.0043400326909027835
1253,04/18/2018 03:12:41 PM,2012-06-01,Departure,International,Scheduled Carriers,796929,6,2012,0.02094238622567234
1254,04/18/2018 03:12:41 PM,2009-09-01,Arrival,Domestic,Commuter,46907,9,2009,0.0012326625216143626
1255,04/18/2018 03:12:41 PM,2012-10-01,Departure,International,Scheduled Carriers,716726,10,2012,0.01883474275623203
